title,authors,year,venue,doi,abstract,keywords,cited_by,sources,in_slr,cutoff_flag,merge_uncertain,n_merged,relevance,reason,theme,perf,perf_dataset
A review of optimization strategies for deep and machine learning in diabetic macular edema,Mutawa A.M.; Sabti K.; Sundaram Thankaleela B.S.; Raizada S.,2026,Frontiers in Artificial Intelligence,10.3389/frai.2026.1684752,"Diabetic macular edema (DME) is a primary contributor to visual impairment in diabetic patients, necessitating precise and prompt analysis for optimal treatment. Recent breakthroughs in deep learning (DL) and machine learning (ML) have yielded promising outcomes in ophthalmic image analysis. However, researchers often overlook the significance of optimization algorithms in enhancing the efficacy of their models for DME-related tasks. This review aims to consolidate, seek, discover, assess, and integrate existing work on the application of DL and ML, with emphasis on the integration and impact of optimization algorithms in enhancing their efficacy, robustness, and performance for DME in the fields of computer science and engineering. The population, intervention, comparison, and outcome framework was employed in this study to facilitate a clear and comprehensive analysis. The procedural superiority of the included investigations was evaluated using the Joanna Briggs Institute Critical Appraisal Tools for assessing methodological quality. The Auto-Metric Graph Neural Network achieved the greatest accuracy of 99.57% for combined diabetic retinopathy-DME grading, illustrating the higher efficacy of hybrid architectures augmented by meta-heuristic optimizers, such as Jaya and ant colony optimization. Successful deployment, however, depends on overcoming hurdles, such as the low mean average precision in lesion identification (0.1540) in YOLO-based models in the test set performance, and improved clinical interpretability to foster clinician trust. A Sankey diagram visually analyzes the flow of quantities between different entities of the survey. Systematic review registration: B. (2025, November 2). A Review of Optimization Strategies for Deep and Machine Learning in DME. Retrieved from osf.io/qsh4j. Copyright © 2026 Mutawa, Sabti, Sundaram Thankaleela and Raizada.",deep learning; DME; machine learning; optimization; soft computing; sunburst diagram,0.0,scopus,False,post_cutoff,False,1,exclude,non-education domain (LLM applied elsewhere),other,ACCURACY=99.57%,
Grading the Future: A Comparative Analysis of Large Language Models and Human Instructors in Evaluating First-Year Computer Science Research Proposals,Gelvanovsky G.,2026,"Smart Innovation, Systems and Technologies",10.1007/978-3-032-20458-5_1,"This study investigates the grading tendencies and effectiveness of large language models (LLMs) compared to human evaluators in assessing special-purpose texts, specifically first-year Computer Science research proposals. The dataset comprised 81 proposals authored by 243 students and graded by six instructors using a standardized rubric. Grades assigned by two LLMs, ChatGPT 3.5 and Gemini, were compared to human grades using regression analysis. The findings reveal that ChatGPT 3.5 aligned more closely with human graders, achieving a 53.09% match, while Gemini demonstrated weaker alignment at 27.16%. ChatGPT 3.5 displayed a statistically significant predictive relationship with human grades, supported by a coefficient of 0.741 and a p-value of 0.039. Conversely, Gemini’s coefficient of 0.038 and p-value of 0.825 indicated limited predictive power. Human graders assigned the highest proportion of A grades, with no failing grades, while both LLMs were stricter, particularly Gemini, which awarded no A grades and assigned failing marks to three proposals. Regression analyses confirmed that ChatGPT 3.5 explained 92.3% of the variance in human grading with an adjusted R-squared value of 0.846, indicating strong alignment. In contrast, Gemini exhibited significant divergence, failing to replicate human grading behavior effectively. These results highlight the potential of ChatGPT 3.5 for automated grading of special-purpose texts, while emphasizing the limitations of Gemini. This research underscores the importance of prompt design and alignment when deploying LLMs for grading tasks and suggests further exploration to enhance their consistency and reliability. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",artificial intelligence (AI); assessment; ChatGPT; evaluation; Gemini; Grading automation; Large Language Models; Alignment; Artificial intelligence; Behavioral research; Regression analysis; Artificial intelligence; Assessment; ChatGPT; Computer science research; Evaluation; First year; Geminus; Grading automation; Language model; Large language model; Grading,0.0,scopus,False,post_cutoff,False,1,high,grading-focused (title) + edu,consistency,,
Teaching and Using AI in the Classroom: Integrating AI Modules in Undergraduate Computer Science Education,Cenek M.; Santos R.D.,2026,Communications in Computer and Information Science,10.1007/978-3-032-13056-3_3,"Undoubtedly, the future workforce will be impacted by the increasing adoption of generative AI across industries. To prepare students for this evolving landscape, AI must be integrated into undergraduate computer science education. To address this, we explore the redesign of a core computer science course to include experiential learning modules on AI literacy, generative AI tools, and responsible AI usage. In addition, we report on the benefits, challenges, and ethical considerations of using small language models (SLMs) for automated grading. Finally, through an analysis of student engagement, learning outcomes, and perceptions of AI-driven instruction, we provide insights into best practices for responsible AI adoption in academia. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",AI skills for software engineers; generative AI in education; teaching generative AI tools; Artificial intelligence; Curricula; Education computing; Engineering education; Ethical aspects; Students; Teaching; AI skill for software engineer; Automated grading; Computer Science course; Computer Science Education; Ethical considerations; Experiential learning; Generative AI in education; Language model; Learning modules; Teaching generative AI tool; Grading,0.0,scopus,False,post_cutoff,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
A Study on the Application of AI-Assisted Grading Systems in Chinese Writing Instruction,Amuti A.; Bai A.,2026,"Proceedings of 2025 3rd International Conference on Information Education and Artificial Intelligence, ICIEAI 2025",10.1145/3799457.3799484,"Chinese writing instruction faces persistent challenges such as heavy teacher grading workloads, inconsistent evaluation standards, delayed feedback, and limited personalized guidance. With advances in natural language processing and large-scale pre-trained language models, AI-assisted grading systems have become a promising tool for addressing these issues. This study examines the technical foundations, system architecture, and instructional application of such systems, and explores their integration into pre-writing support, in-writing monitoring, and post-writing evaluation. A teaching experiment demonstrates that AI-assisted grading significantly improves efficiency, enhances evaluation objectivity, and strengthens students' writing quality, motivation, and self-reflection. However, current systems remain limited in cultural understanding, aesthetic judgment, emotion recognition, and complex discourse analysis, necessitating teacher oversight and human-AI collaboration. To address these challenges, this study proposes pathways such as localized corpora, improved model interpretability, hybrid evaluation mechanisms, and strengthened ethical governance. The findings provide practical guidance for advancing intelligent, data-informed writing instruction.  © 2025 Copyright held by the owner/author(s).",AI-assisted grading; Chinese writing instruction; instructional evaluation; intelligent education; large language models; natural language processing; Education computing; Grading; Human engineering; Teaching; Technical writing; AI-assisted grading; Chinese writing instruction; Chinese writings; Instructional evaluation; Intelligent educations; Language model; Language processing; Large language model; Natural language processing; Natural languages; Writing instruction; Natural language processing systems,0.0,scopus,False,post_cutoff,False,1,high,grading-focused (title) + edu,consistency,,
AI-Powered and Mobile-Integrated Assessment Models Using Random Forest: Redefining Examinations and Grading,Kaur S.; Goel D.; Sharmila Devi R.; Devi S.; Yadav B.; Goyal A.,2025,International Journal of Interactive Mobile Technologies,10.3991/ijim.v19i14.56855,"The proposed system applies a completely different method for examinations and grading by using the supervisor learning technique, namely Random type Forest algorithms. Leveraging the power of artificial intelligence (AI), the process of evaluation is becoming automatic, thereby increasing the efficiency and accuracy in the students’ grading? this breakthrough technique is characterized by its hybrid supervised learning setup that exploits both labeled and unlabeled data to come up with a model that is extremely adaptive to unseen examination data. This not only substantially reduces the necessity of human intervention but also dramatically improves the model’s ability to perform reliable predictions based on the prevalent patterns. This AI-driven assessment model can be further integrated into a mobile platform to enable real-time student engagement. The integration can benefit the students as the interactive mobile applications can enable the students to enhance their performance by providing instant outcome, and flexibility to take assessments. The mobile applications can contribute to skill enhancement by providing student assessment data related to quizzes, formative assessments or project-based learning assessments, for the random forest (RF) model. Interactive mobile applications can also assist faculty in tracking student performance and analyzing their progress along with improving the accessibility of data. The system, through a comprehensive evaluation of student responses, introduces a more customized and equitable grading system. That is, fundamentally, the traditional assessment methods are being reimagined, and at the same time, they ensure that educational environments globally are both scalable and fair. © 2025 by the authors of this article.",artificial intelligence (AI)-driven assessment; automated grading; educational data mining; examination evaluation; intelligent assessment; interactive mobile applications; machine learning; personalized grading; random forest (RF); semisupervised learning (SSL); student performance analysis; Data mining; Federated learning; Learning systems; Mobile applications; Mobile computing; Random forests; Semi-supervised learning; Students; Teaching; Artificial intelligence -driven assessment; Automated grading; Educational data mining; Examination evaluation; Intelligent assessment; Interactive mobile applications; Machine-learning; Personalized grading; Random forest; Random forests; Semi-supervised learning; Semisupervised learning; Student performance analysis; Grading,0.0,scopus,False,overlap_2025,False,1,high,grading-focused (title) + edu,consistency,,
Is Solving Better Than Evaluating GenAI Solutions?,Dickey E.; Mertzanidis M.; Psomas A.,2026,SIGCSE TS 2026 - Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.2,10.1145/3770761.3777361,"Generative AI (GenAI) now pervades computer science education, but its pedagogical value depends on how it is integrated. This study explores whether evaluating AI-generated solutions can be as effective as solving problems directly. In a large upper-division algorithms course, we conducted a twelve-week randomized A/B crossover (N = 220) where students alternated between grading ChatGPT’s answers and solving comparable problems themselves. Across exams and overall course grades, performance was statistically indistinguishable between conditions. Homework differences favored whichever cohort encountered the easier half of the syllabus, suggesting task difficulty (as opposed to the evaluation activity) drove those deltas. Surveys showed neutral-to-positive perceptions, with students who reported changing their study habits rating the GenAI-evaluation activity as more helpful. We discuss design choices for GenAI-evaluation tasks that better elicit metacognition without harming achievement. © 2026 Copyright held by the owner/author(s).",AI-Supported Pedagogy; Algorithms Education; Generative Artificial Intelligence (GenAI); Metacognition and Reflection; Student Learning and Assessment; Curricula; Education computing; Engineering education; Human engineering; Problem solving; Students; Teaching; AI-supported pedagogy; Algorithm educations; Computer Science Education; Division algorithms; Evaluation activity; Generative artificial intelligence; Metacognition; Metacognition and reflection; Student assessment; Student learning; Grading,0.0,scopus,False,post_cutoff,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
A BERT-based multitask learning system for automated assessment of advanced business English writing proficiency,Zhao L.,2026,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3111819,"To improve the intelligent evaluation quality of high-level language output in international business English, this paper constructs an AI assisted writing evaluation system that integrates BERT model and multi task learning mechanism. It achieves automatic scoring and personalized feedback around four dimensions: language expression, discourse organization, pragmatic appropriateness, and cross-cultural awareness. The model performs well in terms of scoring consistency, with an average Pearson correlation coefficient of 0.83 and a Kappa value of 0.78 compared to manual scoring. The average score of the user satisfaction questionnaire is 4.38 out of 5, reflecting the practicality and pertinence of the feedback content. The system significantly outperforms traditional manual scoring in terms of feedback response efficiency, with an average feedback generation time reduced to about 3 seconds. The study verified the reliability and promotional value of the model in multi scenario applications.  © 2026 SPIE.",AI assisted writing; high-level language output; international business english; Artificial intelligence; Correlation methods; Feedback; Learning systems; AI assisted writing; Automated assessment; English writings; High-level language; High-level language output; Higher-level languages; International business; International business english; Multitask learning; Writing proficiencies; Quality control,0.0,scopus,False,post_cutoff,False,1,high,grading-focused (title) + edu [metric:KAPPA=0.78],consistency,KAPPA=0.78,
"Integrating LLMs in Software Engineering Education: Motivators, Demotivators, and a Roadmap Towards a Framework for Finnish Higher Education Institutes",Khan M.; Akbar M.A.; Kasurinen J.,2025,"Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering , EASE, 2025 edition, EASE Companion 2025",10.1145/3727967.3756831,"The increasing adoption of Large Language Models (LLMs) in software engineering education presents both opportunities and challenges. While LLMs offer benefits such as enhanced learning experiences, automated assessments, and personalized tutoring, their integration also raises concerns about academic integrity, student over-reliance, and ethical considerations. In this study, we conducted a preliminary literature review to identify motivators and demotivators for using LLMs in software engineering education. We applied a thematic mapping process to categorize and structure these factors (motivators and demotivators), offering a comprehensive view of their impact. In total, we identified 25 motivators and 30 demotivators, which are further organized into four high-level themes. This mapping provides a structured framework for understanding the factors that influence the integration of LLMs in software engineering education, both positively and negatively. As part of a larger research project, this study serves as a feasibility assessment, laying the groundwork for future systematic literature review and empirical studies. Ultimately, this project aims to develop a framework to assist Finnish higher education institutions in effectively integrating LLMs into software engineering education while addressing potential risks and challenges. © 2025 Copyright held by the owner/author(s).",Demotivators; Large Language Models; Motivators; Software Engineering; Computer aided instruction; Education computing; Engineering education; Mapping; Teaching; Demotivator; Enhanced learning; Finnish; High educations; Language model; Large language model; Learning experiences; Motivator; Roadmap; Software engineering education; Software engineering,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
"Assessment Types, Strategies, and Feedback in Online Higher Education Courses in the Age of Artificial Intelligence: Perspectives of Instructional Designers",Martin F.; Kim S.; Bolliger D.U.; DeLarm J.,2025,TechTrends,10.1007/s11528-025-01115-8,"This study used a survey methodology to examine instructional designer perceptions on assessment types, assessment strategies, instructor feedback, and the influence of artificial intelligence (AI) in online assessments. An online survey with 46 questions was developed and administered to instructional designers at higher education institutions. Instructional designers from multiple universities were invited to participate in the study, with one hundred and three individuals completing the survey. Results indicated that instructional designers rated case study analysis, followed by electronic portfolio, design project and multimedia project as most effective assessment types. Least effective assessment types were non-proctored exams, proctored exams, and asynchronous participation. A grading rubric was rated as the most effective assessment strategy, and ungraded assignments and automated graded assignments were perceived to be least effective. AI was recognized to be effective for creating rubrics for assessments, generating automated quizzes, and providing feedback. To address academic integrity challenges with use of AI, participants recommended administering assessments that measure higher-order thinking, incorporating authentic assessments, and utilizing synchronous sessions. © The Author(s) 2025.",Artificial intelligence; Assessment strategies; Assessment types; Online assessments,4.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
Individualized Quizzes From Student Code With LLMs,Novak E.; McDanel B.,2026,SIGCSE TS 2026 - Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.2,10.1145/3770761.3777181,"The rapid integration of AI coding assistants into student work-flows has fundamentally challenged the role of traditional programming assignments as a measure of individual understanding. Rather than attempting to prohibit these tools, we propose a pedagogical shift: from assessing the process of code creation to verifying a student’s comprehension and ownership of their final submitted work. We present a fully automated pipeline that leverages a Large Language Model (LLM) to generate individualized, in-class quizzes with questions targeting specific segments of each student’s own code. This approach compels students to engage deeply with their submissions, as they must be prepared to explain their logic and implementation choices. While students might rely too heavily on AI tools to complete out-of-class assignments, this method places the responsibility of understanding the code on the student. The instructor remains central to the process, reviewing the quizzes before distributing to the class, and hand-grading the quizzes to provide meaningful, nuanced feedback. This ensures both fairness and a human connection in the assessment loop. © 2026 Copyright held by the owner/author(s).",assessment; exam; llm; question generation; quiz; test; Artificial intelligence; Education computing; Human engineering; Students; Teaching; Assessment; Exam; Fully automated; Language model; Llm; Programming assignments; Question generation; Quiz; Test; Work-flows; Codes (symbols),0.0,scopus,False,post_cutoff,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
AI-Driven Mock Interviewer: Evolution in Students' Preparation,Santhuja P.; Bhaskar N.; Sriniketh R.; Kokku A.; Reddy A.; Saraswati P.,2026,"Proceedings of the 2026 6th International Conference on Image Processing and Capsule Networks, ICIPCN 2026",10.1109/icipcn67432.2026.11438334,"This paper proposes that the evolution of artificial intelligence has led to the development of intelligent systems capable of performing tasks that were typically carried out by humans. In this paper, we introduce an AI-based Interviewer system, which is built to perform first-round screening using NLP and ML. The system identifies candidates through the generation of adaptive, context-sensitive questions and by analyzing responses in text and speech. Candidates are evaluated according to prespecified grading criteria, such as relevant knowledge, communication, confidence, and technical competence. With the potential to reduce direct human interference, eliminate interviewer bias, provide a consistent evaluation, and optimize recruitment and assessment processes. Results of the experiment show that the AI Interviewer is successful in simulating a structured interview setting to analyze the student's performance and help the student improve from the feedback generated, along with improvements to be made. This helps in enhancing the students' interview skills to perform the best in their actual interview. © 2026 IEEE.",AI Interviewer; Artificial intelligence; Machine Learning; Natural Language Processing; Skill enhancement,0.0,scopus,False,post_cutoff,False,1,med,grading+edu in abstract; grading not central / no benchmark,consistency,,
XD-LDL: Improving Generalization in Acne Severity Classification via Cross-Dataset Label Distribution Learning,Vachmanus S.; Rattananukrom T.; Tuarob S.,2026,ACM Transactions on Computing for Healthcare,10.1145/3793540,"This study introduces a novel approach to enhance acne severity classification by leveraging cross-dataset training within a Label Distribution Learning (LDL) framework. Traditional acne grading methods are often subjective and inconsistent, while automated systems struggle to generalize across diverse datasets, limiting their real-world applicability. This research addresses this challenge by integrating data from multiple sources (Acne04 and AcneSCU) to train a robust model capable of accurately classifying acne severity despite variations in image quality, lighting, and skin tone. We explore the impact of different backbone architectures (ResNet50, EfficientNet B7, and BEiT) within the LDL framework, which is specifically designed to handle the inherent ambiguity in acne severity labeling. Our results demonstrate that cross-dataset training within the LDL framework significantly improves generalization performance compared to models trained on individual datasets. Additionally, results demonstrate that integrating EfficientNet B7 and BEiT enhances the model’s accuracy and robustness. This novel approach offers a promising solution for developing scalable and reliable automated acne grading systems suitable for telemedicine and dermatology applications, ultimately aiding dermatologists in providing more precise and personalized treatment plans. © 2026 Copyright held by the owner/author(s).",Acne Severity Classification; Cross-Dataset Training; Deep Learning; Automation; Classification (of information); Dermatology; Grading; Human computer interaction; Human engineering; Learning algorithms; Object oriented programming; Acne severity classification; Automated systems; Cross-dataset training; Deep learning; Generalisation; Grading methods; Label distribution; Learning frameworks; Multiple source; Real-world; acne; architecture; Article; controlled study; dermatologist; disease classification; disease severity; filtration; human; image quality; machine learning; Deep learning,0.0,scopus,False,post_cutoff,False,1,exclude,non-education domain (LLM applied elsewhere),consistency,,
A Survey on Feedback Types in Automated Programming Assessment Systems,Frankford E.; Antensteiner T.; Vierhauser M.; Sauerwein C.; Wallner V.; Groher I.; Plösch R.; Breu R.,2025,ACM Transactions on Computing Education,10.1145/3773911,"With the recent rapid increase in digitization across all major industries, acquiring programming skills has increased the demand for introductory programming courses. This has further resulted in universities integrating programming courses into a wide range of curricula, including not only technical studies but also business and management fields of study. Consequently, additional resources are needed for teaching, grading, and tutoring students with diverse educational backgrounds and skills. As part of this, Automated Programming Assessment Systems (APASs) have emerged, providing scalable and high-quality assessment systems with efficient evaluation and instant feedback. Commonly, APASs heavily rely on predefined unit tests for generating feedback, which often limits the scope and level of detail of feedback that can be provided to students. With the rise of Large Language Models (LLMs) in recent years, new opportunities have emerged as these technologies can enhance feedback quality and personalization. To investigate how different feedback mechanisms in APASs are perceived by students, and how effective they are in supporting problem-solving, we have conducted a large-scale study with over 200 students from 2 different universities. Specifically, we compare baseline Compiler Feedback, standard Unit Test Feedback, and advanced LLM-based Feedback regarding perceived quality and impact on student performance. Results indicate that while students rate Unit Test Feedback as the most helpful, AI-generated feedback leads to significantly better performances. These findings suggest combining unit tests and AI-driven guidance to optimize automated feedback mechanisms and improve learning outcomes in programming education. © 2025 Copyright held by the owner/author(s).",AI Feedback; Automated Programming Assessment Systems; ChatGPT; GenAI; Large Language Models; Programming Feedback; Unit Test Feedback; Computer aided instruction; Computer systems programming; Curricula; Education computing; Engineering education; Feedback control; Human engineering; Quality control; Students; Teaching; AI feedback; Assessment system; Automated programming; Automated programming assessment system; ChatGPT; GenAI; Language model; Large language model; Programming feedback; Unit test feedback; Unit tests; Automation,3.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
Scalability of LLM-Based Assessment in Moodle: An Empirical Study,Jagajeet K.J.; Burušić J.; Mitra A.; Kasera R.K.; Debnath N.C.,2025,International Journal of Computers and their Applications,,"The increasing adoption of digital learning environments in presents considerable challenges for educators, particularly with regard to the extensive time commitment required for manual grading in large academic settings. Consequently, artificial intelligence and large language models have been identified as potential solutions to automate assessment processes within learning management systems like Moodle. This research examines the perceptions of educators and students regarding the implementation of AI-driven evaluation tools in Moodle, and whether their previous experience with the Moodle platform influences these views. A structured survey was utilized, and reliability analyses confirmed the instrument’s satisfactory internal consistency. Descriptive statistics and chi-square analyses and ANOVA revealed that significant challenges associated with manual grading were a key factor in fostering positive perceptions of AI scalability. Conversely, experience with Moodle did not yield a statistically significant effect on these perceptions. These findings underscore that the primary impetus for adopting AI in the Educational Technology (EdTech) sector stems from the imperative to alleviate grading workloads, rather than from familiarity with the Moodle platform itself. The study offers valuable practical insights for policymakers and EdTech developers engaged in the integration of AI-powered evaluation tools in higher education [9, 11]. © 2025, International Society for Computers and Their Applications. All rights reserved.",artificial intelligence; assessment; EdTech; large language models; Moodle,0.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,consistency,,
An Evaluation of AI-Based Grading of Multiple Choice Assessments,Ruddle R.A.; Naqvi S.,2026,Lecture Notes on Data Engineering and Communications Technologies,10.1007/978-981-95-4423-3_19,"Multiple choice questions (MCQs) are widely used to assess students. Motivated by issues with accuracy and reliability that were found during university exams, we conducted a controlled user experiment with 53 participants and a commercial MCQ system that used an AI engine for grading. Each participant filled in three paper answer sheets to a prescribed pattern, one with a black pen, and the others with heavy and light pencil shading. The pattern contained 100 questions (an equal number with one, two, three, four and five correct answers). The sheets were digitized using two scanners, with each set of scans graded separately and producing a similar pattern of results. In the pen condition, the AI engine did not make any grading errors and was uncertain for 0.8% of answers (those needed to be graded by hand). However, the AI engine made grading errors for 0.25% of the heavy pencil answers and 4.9% of the light pencil answers, and was uncertain for many more answers. The results show that AI grading was only reliable when participants used a pen, which raises concerns about the guidance some organizations provide for students to use a pencil. From an explainable AI perspective, conducting rigorous user evaluations would improve transparency about AI products for end-user stakeholders, help AI developers understand the limitations of their models and identify checks and balances that should be incorporated. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",Explainable AI; Multiple choice assessment; User evaluation; Artificial intelligence; Engines; Light pens; Students; Uncertainty analysis; Answer sheets; Condition; End-users; Explainable AI; Multiple choice; Multiple choice assessment; Multiple-choice questions; Similar pattern; User evaluations; User experiments; Grading,0.0,scopus,False,post_cutoff,False,1,high,grading-focused (title) + edu,consistency,,
Research on an English Essay Evaluation and Personalized Suggestion System Based on BERT and Artificial Intelligence Models,Ke K.,2025,"Proceedings of 2024 2nd International Conference on Information Education and Artificial Intelligence, ICIEAI 2024",10.1145/3724504.3724604,"Artificial intelligence technology is now widely used in the world, among which BERT (Bidirectional Encoder Representations from Transformers) model in the field of natural language processing has received much attention. Because BERT model shows powerful functions and effects in such aspects as essay grading, grammar correction, vocabulary upgrading and so on. In order to give students a comprehensive and comprehensive feedback on their English writing, and let them improve their grammar, vocabulary and structure according to the feedback, our paper proposes a BERT scoring model embedded in a system for English essay evaluation and personalized suggestions generation. In our system, the first step is to input students' English essays and score them in BERT model. The second step is to optimize and upgrade grammar, vocabulary and structure according to a complete deep learning model based on students' English essays and scores, and provide suggestions to students. For example, in terms of grammar, the model will correct students' mistakes and help them reach the correct level in grammar; in terms of structure, the model will assign some targeted suggestions to students in terms of long sentences and paragraphs; in terms of vocabulary, the model will give students some suggestions for replacing common words with advanced words. The third step is to input all the above feedbacks into the Qwen dialogue model and have one-To-one interaction with students to provide one-To-one dialogue so that students can know what they need to modify and how to modify it. Our system is equivalent to an intelligent, interactive, one-To-one personalized robot English composition teacher.  © 2024 Copyright held by the owner/author(s).",BERT model; deep learning model; English essay scoring; large model-based intelligent dialogue; Natural Language Processing; Deep learning; Feedback; Function evaluation; Grading; Human engineering; Intelligent robots; Learning algorithms; Learning systems; Students; Teaching; Bidirectional encoder representation from transformer model; Deep learning model; English essay scoring; Intelligent dialogue; Language processing; Large model-based intelligent dialog; Large models; Learning models; Model-based OPC; Natural language processing; Natural languages; Transformer modeling; Natural language processing systems,1.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
Reimagining Learning With the AI-Enabled Classroom: The Transformative Power of Artificial Intelligence in Education,Yadav S.,2026,Redefining the Roles of Educators and Students in the AI Era,10.4018/979-8-3373-8027-8.ch002,"Artificial Intelligence (AI) is reshaping the landscape of education by transforming how learning is designed, delivered, and experienced. This chapter examines the evolving role of AI as a catalyst for pedagogical innovation, institutional efficiency, and inclusive learning. It explores key AI applications such as personalized learning systems, intelligent tutoring models, automated assessments, and AI-driven analytics that enhance both teaching and student engagement. The chapter highlights how AI supports educators by reducing administrative burdens, enabling data-informed decision-making, and enriching professional development. It also addresses the ethical considerations surrounding AI deployment, including issues of privacy, bias, transparency, and digital well-being. Through global examples and emerging trends, the chapter underscores AI’s potential to strengthen educational equity and prepare learners for future work environments. Ultimately, it argues for responsible, human-centered AI integration to ensure that technological advancement aligns with the core values of education. Copyright © 2026, IGI Global Scientific Publishing.",Artificial intelligence; Computer aided instruction; Education computing; Learning systems; Students; Teaching; Administrative burdens; Artificial intelligence in education; Automated assessment; Informed decision; Intelligence support; Intelligent tutoring; Personalized learning systems; Power; Student engagement; ]+ catalyst; Decision making,0.0,scopus,False,post_cutoff,False,1,med,grading+edu in abstract; grading not central / no benchmark,grading,,
Generative Artificial Intelligence-Based Gamified Programming Teaching System: Promoting Peer Competition and Learning Motivation †,Chen Y.-J.; Chen Z.-P.; Lai C.-H.; Peng C.-W.,2025,Engineering Proceedings,10.3390/engproc2025098009,"In traditional programming education, teachers typically design fixed questions and standard answers, manually grading the solutions submitted by students. This process not only requires significant time and effort from educators but may also fail to provide timely and personalized feedback due to limited teaching resources. To alleviate these burdens and enhance teaching efficiency, this study leverages generative artificial intelligence (AI) technology to develop a system capable of automatically generating questions and grading answers. Students engage in programming exercises through a gamified approach, with the system providing instant feedback on their answers. Additionally, student performance is displayed via leaderboards, incorporating peer competition to boost learning motivation. According to a user survey, the gamified system demonstrates significant advantages: 56.67% of students found the system easy to use; 40% considered the system well-integrated; 60% indicated that they quickly mastered the system’s functionality, and over half (53.33%) believed that the leaderboard effectively enhanced their competitive awareness and motivation. These results suggest that the system not only reduces teachers’ workload but also increases student engagement and learning outcomes through gamified design. © 2025 by the authors.",educational technology; game-based learning; generative AI; learning motivation; programming education,2.0,scopus,False,overlap_2025,False,1,med,grading+edu in abstract; grading not central / no benchmark,code,,
A Comprehensive Review on Automated Grading Systems in STEM Using AI Techniques,Tan L.Y.; Hu S.; Yeo D.J.; Cheong K.H.,2025,Mathematics,10.3390/math13172828,"This paper presents a comprehensive analysis of artificial intelligence-powered automated grading systems (AI AGSs) in STEM education, systematically examining their algorithmic foundations, mathematical modeling approaches, and quantitative evaluation methodologies. AI AGSs enhance grading efficiency by providing large-scale, instant feedback and reducing educators’ workloads. Compared to traditional manual grading, these systems improve consistency and scalability, supporting a wide range of assessment types, from programming assignments to open-ended responses. This paper provides a structured taxonomy of AI techniques including logistic regression, decision trees, support vector machines, convolutional neural networks, transformers, and generative models, analyzing their mathematical formulations and performance characteristics. It further examines critical challenges, such as user trust issues, potential biases, and students’ over-reliance on automated feedback, alongside quantitative evaluation using precision, recall, F1-score, and Cohen’s Kappa metrics. The analysis includes feature engineering strategies for diverse educational data types and prompt engineering methodologies for large language models. Lastly, we highlight emerging trends, including explainable AI and multimodal assessment systems, offering educators and researchers a mathematical foundation for understanding and implementing AI AGSs into educational practices. © 2025 by the authors.",AI-powered assessment; automated grading systems; educational technology; machine learning algorithms; mathematical modeling; STEM education,10.0,scopus,False,overlap_2025,False,1,high,grading-focused (title) + edu,consistency,,
Improve LLM-based Automatic Essay Scoring with Linguistic Features,Hou Z.J.; Ciuba A.; Li X.L.,2025,Proceedings of Machine Learning Research,,"Automatic Essay Scoring (AES) assigns scores to student essays, reducing the grading workload for instructors. Developing a scoring system capable of handling essays across diverse prompts is challenging due to the flexibility and diverse nature of the writing task. Previous work has shown promising results in AES by prompting large language models (LLMs). While prompting LLM is data efficient, it does not surpass supervised methods trained with extracted linguistic features Li and Ng (2024). In this paper, we combines both approaches by incorporating linguistic features into LLM-based scoring. Experiments show promising results from this hybrid method for both in-domain and out-of-domain essay prompts. © 2025 Z.J. Hou, A. Ciuba & X.L. Li.",Automatic Essay Evaluation; Large Language Model; Linguistic Features; LLM as Evaluator; Zero shot Learning; Computational linguistics; Supervised learning; Automatic essay evaluation; Language model; Large language model; Large language model as evaluator; Linguistic features; Model-based OPC; Scoring systems; Student essays; Supervised methods; Grading,2.0,scopus,False,overlap_2025,False,1,high,grading-focused (title) + edu,grading,,
